month,large_cap_ret,small_cap_ret,size_premium,value_ret,growth_ret,value_growth_premium,style_quadrant,size_strength,value_strength,style_drift,style_angle,000016_SH_上证50,000300_SH_沪深300,000905_SH_中证500,399001_SZ_深证成指,399006_SZ_创业板指
2022-01-01,-0.0672813299253161,-0.10583399131562476,-0.03855266139030866,-0.0672813299253161,-0.12451536852323897,0.057234038597922865,大盘价值,-0.03855266139030866,0.057234038597922865,0.06900755664783619,2.1635813352025157,-0.0672813299253161,-0.07622851508936135,-0.10583399131562476,-0.10293099145457907,-0.12451536852323897
2022-02-01,0.008761499749356583,0.04145366390723271,0.032692164157876125,0.008761499749356583,-0.009502112457908996,0.018263612207265578,小盘价值,-0.002930248616216269,0.03774882540259422,0.037862384713966184,1.6482658704546482,0.008761499749356583,0.003917167341859651,0.04145366390723271,0.00958051114364511,-0.009502112457908996
2022-03-01,-0.05906059869327196,-0.07709302914891869,-0.01803243045564673,-0.05906059869327196,-0.0769850705906352,0.017924471897363237,大盘价值,-0.007964309229359756,0.031140707567517228,0.03214302240466023,1.8211815984918396,-0.05906059869327196,-0.07836471694497849,-0.07709302914891869,-0.09939773514205774,-0.0769850705906352
2022-04-01,-0.03224969827950619,-0.1102059761655978,-0.07795627788609161,-0.03224969827950619,-0.12797963441364035,0.09572993613413416,大盘价值,-0.021098848061287406,0.04397267341292099,0.04877250656458718,2.018167777756853,-0.03224969827950619,-0.04887050861256448,-0.1102059761655978,-0.09051160231810218,-0.12797963441364035
2022-05-01,0.002809081940678304,0.07077769300729675,0.06796861106661845,0.002809081940678304,0.03706022180829738,-0.034251139867619074,小盘成长,-0.009340032425039965,0.026467756054626108,0.028067388839505446,1.9100375864851977,0.002809081940678304,0.01874247062567691,0.07077769300729675,0.04592750268853929,0.03706022180829738
2022-06-01,0.08715239552959031,0.07099564557103344,-0.01615674995855687,0.08715239552959031,0.16860681227035368,-0.08145441674076337,大盘成长,-0.008714805592676678,-0.00665854015808276,0.010967405962895214,-2.489160529265675,0.08715239552959031,0.09617182760140275,0.07099564557103344,0.11872371717159735,0.16860681227035368
2022-07-01,-0.08699706264895601,-0.02478546227699896,0.062211600371957054,-0.08699706264895601,-0.049865092570650194,-0.03713197007830582,小盘成长,0.03800782049333954,-0.05094584222889609,0.06356157061515624,-0.9298321143379946,-0.08699706264895601,-0.07021476127258319,-0.02478546227699896,-0.04879429775304589,-0.049865092570650194
2022-08-01,-0.010941959310719951,-0.021983205425137986,-0.011041246114418035,-0.010941959310719951,-0.03746086481797284,0.026518905507252888,大盘价值,0.01167120143299405,-0.0306891604372721,0.032833542471596776,-1.2073839595706717,-0.010941959310719951,-0.021885302914197102,-0.021983205425137986,-0.03677439004301153,-0.03746086481797284
2022-09-01,-0.05491369261653456,-0.07175343768897746,-0.016839745072442902,-0.05491369261653456,-0.1094947919678716,0.05458109935133704,大盘价值,0.011443536395032039,0.014656011593428034,0.01859444005747739,0.907867642738592,-0.05491369261653456,-0.0671663602289505,-0.07175343768897746,-0.08777821313923573,-0.1094947919678716
2022-10-01,-0.1203746105513478,0.016282410825212423,0.13665702137656022,-0.1203746105513478,-0.010438300539368894,-0.1099363100119789,小盘成长,0.03625867672989976,-0.009612101717796325,0.03751112018637457,-0.259137272905537,-0.1203746105513478,-0.07784350342153079,0.016282410825212423,-0.03540002572212497,-0.010438300539368894
2022-11-01,0.13529259782301728,0.06010387771468384,-0.07518872010833344,0.13529259782301728,0.03542229341773662,0.09987030440528066,大盘价值,0.014876185398594624,0.014838364581546267,0.02101137681039124,0.7841253594461849,0.13529259782301728,0.09813761002512389,0.06010387771468384,0.06843152818119913,0.03542229341773662
2022-12-01,0.011012431816918022,-0.04738043517049506,-0.05839286698741308,0.011012431816918022,0.0006216932388865004,0.010390738578031522,大盘价值,0.0010251447602712311,0.00010824432377776194,0.001030843641461529,0.10519950163732497,0.011012431816918022,0.0048267645667119385,-0.04738043517049506,-0.008327019548720616,0.0006216932388865004
2023-01-01,0.06553625282811959,0.07241691855908394,0.006880665730964353,0.06553625282811959,0.09974393570285955,-0.034207682874739964,小盘成长,-0.04223364045492739,0.02535112003619074,0.04925809246373058,2.600982781764033,0.06553625282811959,0.07366904083590997,0.07241691855908394,0.08944196718496156,0.09974393570285955
2023-02-01,-0.025211727206259527,0.010875683045322049,0.036087410251581575,-0.025211727206259527,-0.05882209693074347,0.033610369724483946,小盘价值,-0.005141597001622385,0.003264475142591835,0.00609038731803588,2.575895466744948,-0.025211727206259527,-0.02102497935404002,0.010875683045322049,-0.018121652484579198,-0.05882209693074347
2023-03-01,-0.027487552469000365,-0.0027877755391885195,0.024699776929811845,-0.027487552469000365,-0.012156542029994832,-0.015331010439005532,小盘成长,0.022555950970785926,-0.005309441196420517,0.023172420892404528,-0.23118134537626545,-0.027487552469000365,-0.00455585403340486,-0.0027877755391885195,-0.004872298901382188,-0.012156542029994832
2023-04-01,0.005948597831818114,-0.015548218523516955,-0.02149681635533507,0.005948597831818114,-0.031165939233697038,0.03711453706551515,大盘价值,0.013096790275352784,0.018464632116997854,0.02263776832491763,0.9538622270002818,0.005948597831818114,-0.005391370017046926,-0.015548218523516955,-0.033063056913792965,-0.031165939233697038
2023-05-01,-0.06886747922627001,-0.030994560430795293,0.03787291879547472,-0.06886747922627001,-0.05648228408824285,-0.01238519513802716,小盘成长,0.013691959789983832,0.003132777162827486,0.014045784265838185,0.22493231975546776,-0.06886747922627001,-0.05722034956756705,-0.030994560430795293,-0.04805168469836396,-0.05648228408824285
2023-06-01,-0.0005001329540391675,-0.00811668989721237,-0.007616556943173203,-0.0005001329540391675,0.009842891352997984,-0.010343024307037152,大盘成长,0.002919848498988816,0.004795439206816947,0.005614423607399462,1.0238727622196953,-0.0005001329540391675,0.011559808861780096,-0.00811668989721237,0.021559859372022094,0.009842891352997984
2023-07-01,0.06471260921558697,0.014921695596007645,-0.049790913619579324,0.06471260921558697,0.009784257034366695,0.054928352181220275,大盘价值,-0.006511517255759269,0.010733377578718653,0.012554093006640944,2.116098937331616,0.06471260921558697,0.04480692434360267,0.014921695596007645,0.014269688377414269,0.009784257034366695
2023-08-01,-0.05385949885975205,-0.057297112197455924,-0.003437613337703871,-0.05385949885975205,-0.05995176485862297,0.006092265998870916,大盘价值,-0.020281694633485465,0.016892531291018014,0.026395165288817114,2.447112852727226,-0.05385949885975205,-0.06211128443864711,-0.057297112197455924,-0.0684640724361606,-0.05995176485862297
2023-09-01,-0.0013442108085143234,-0.008472000101847565,-0.007127789293333242,-0.0013442108085143234,-0.04692661048014901,0.04558239967163469,大盘价值,-0.02011877208353881,0.035534339283908624,0.04083447389759433,2.0859755991209483,-0.0013442108085143234,-0.020118245330359108,-0.008472000101847565,-0.029630052176284005,-0.04692661048014901
2023-10-01,-0.03813556558752851,-0.028561009703389595,0.009574555884138913,-0.03813556558752851,-0.017804646403709823,-0.020330919183818685,小盘成长,-0.00033028224896606656,0.010447915495562307,0.010453134676564396,1.60239806535613,-0.03813556558752851,-0.03171475979890093,-0.028561009703389595,-0.024304252740227517,-0.017804646403709823
2023-11-01,-0.018861234063077714,0.003039772404232588,0.021901006467310302,-0.018861234063077714,-0.02318698427881105,0.004325750215733337,小盘价值,0.008115924352705325,0.009859076901183114,0.012769871786446322,0.8820723552187769,-0.018861234063077714,-0.021358814999720033,0.003039772404232588,-0.013878795695884683,-0.02318698427881105
2023-12-01,-0.016833234369585837,-0.02088633168759224,-0.0040530973180064045,-0.016833234369585837,-0.016241169050074777,-0.0005920653195110592,大盘成长,0.00914082167781427,-0.0055324114291988025,0.010684671130527549,-0.5442651787283476,-0.016833234369585837,-0.01861658886761508,-0.02088633168759224,-0.020789801186615442,-0.016241169050074777
2024-01-01,-0.030898566162014918,-0.1348692626021163,-0.10397069644010137,-0.030898566162014918,-0.1681296541523878,0.13723108799037287,大盘价值,-0.02870759576359916,0.04698825762886505,0.05506380307899929,2.119230273509478,-0.030898566162014918,-0.06288269059791185,-0.1348692626021163,-0.13773230277785653,-0.1681296541523878
2024-02-01,0.07045893867928554,0.13834694103342238,0.06788800235413683,0.07045893867928554,0.1485109151131092,-0.07805197643382367,小盘成长,-0.01337859713465698,0.019529015412346046,0.02367212082317724,2.1714266517439644,0.07045893867928554,0.09352903068790397,0.13834694103342238,0.1360797510286662,0.1485109151131092
2024-03-01,0.0007416920297820262,-0.011338151084934855,-0.012079843114716882,0.0007416920297820262,0.0061816172037600925,-0.005439925173978066,大盘成长,-0.016054179066893808,0.01791306212752371,0.0240544062553291,2.3015232659628926,0.0007416920297820262,0.006088764065080188,-0.011338151084934855,0.007545647153884394,0.0061816172037600925
2024-04-01,0.020423305084856347,0.02931689140954319,0.008893586324686842,0.020423305084856347,0.022104714295957395,-0.0016814092111010481,小盘成长,0.02156724852136893,-0.028391103606300927,0.035653905434975895,-0.9211489619225515,0.020423305084856347,0.01891341745415609,0.02931689140954319,0.01981594850480306,0.022104714295957395
2024-05-01,-0.0008367698899617304,-0.02436883450317473,-0.023532064613213,-0.0008367698899617304,-0.028672575843170733,0.027835805953209003,大盘价值,-0.008906107134414346,0.006904823856043296,0.011269220770428216,2.4821008665196476,-0.0008367698899617304,-0.0067884312966374205,-0.02436883450317473,-0.02323363776103804,-0.028672575843170733
2024-06-01,-0.027336863365417075,-0.06889930354634743,-0.04156244018093036,-0.027336863365417075,-0.0674063151742964,0.04006945180887933,大盘价值,-0.018733639489818838,0.022074616183662427,0.0289523389070816,2.274506557788379,-0.027336863365417075,-0.033035207114202714,-0.06889930354634743,-0.05506805636647494,-0.0674063151742964
2024-07-01,-0.008134590661790786,-0.011404861987627468,-0.0032702713258366822,-0.008134590661790786,0.002797759455585691,-0.010932350117376477,大盘成长,-0.022788258706660014,0.018990969214903952,0.029664147494965966,2.4468348605151475,-0.008134590661790786,-0.005654290727623357,-0.011404861987627468,-0.010692090048082359,0.002797759455585691
2024-08-01,-0.016914456105867726,-0.05060910575518229,-0.03369464964931457,-0.016914456105867726,-0.06378475519045457,0.04687029908458684,大盘价值,-0.026175787052027204,0.025335800258696566,0.03642903515798413,2.372499799257005,-0.016914456105867726,-0.035052605881036536,-0.05060910575518229,-0.046333817557989154,-0.06378475519045457
2024-09-01,0.17993298215418974,0.23799673147331757,0.05806374931912783,0.17993298215418974,0.37623769114725514,-0.1963047089930654,小盘成长,0.007032942781325528,-0.053455586675285015,0.05391625015674131,-1.4399815646315766,0.17993298215418974,0.20967379518361295,0.23799673147331757,0.2612789383213483,0.37623769114725514
2024-10-01,-0.0443793712390852,0.027524667562778937,0.07190403880186413,-0.0443793712390852,-0.004883453198427534,-0.03949591804065766,小盘成长,0.0320910461572258,-0.06297677598304541,0.07068174839860628,-1.0995224339572538,-0.0443793712390852,-0.03156379504776741,0.027524667562778937,0.005838177127765132,-0.004883453198427534
2024-11-01,-0.0030983547967794456,-0.008362577838952445,-0.005264223042173,-0.0030983547967794456,0.027509390196483352,-0.030607744993262798,大盘成长,0.04156785502627299,-0.08880279067566195,0.09805010047557668,-1.1329995612533987,-0.0030983547967794456,0.006562197952074245,-0.008362577838952445,0.0019361308190495308,0.027509390196483352
2024-12-01,0.022787290601662402,-0.021567769397814573,-0.044355059999476976,0.022787290601662402,-0.03705341014280927,0.059840700744471675,大盘价值,0.0074282519200713866,-0.0034209874298162615,0.008178146586055125,-0.43158215195421723,0.022787290601662402,0.004681240580616253,-0.021567769397814573,-0.018574612124698242,-0.03705341014280927
2025-01-01,-0.037665362929642066,-0.023821568970453844,0.013843793959188222,-0.037665362929642066,-0.036317499953430255,-0.001347862976211811,小盘成长,-0.011925163027487251,0.009295030924999023,0.015119759030118076,2.479510356492107,-0.037665362929642066,-0.029942986815127304,-0.023821568970453844,-0.024823217379780882,-0.036317499953430255
2025-02-01,0.02140853443404822,0.04840220691477404,0.026993672480725817,0.02140853443404822,0.05163786442139484,-0.03022932998734662,小盘成长,-0.001172531186520979,0.009421169260304415,0.009493853780982154,1.6946167151702205,0.02140853443404822,0.0191150452401041,0.04840220691477404,0.04481776568666285,0.05163786442139484
2025-03-01,0.010109432383955896,-0.0003589802966100786,-0.010468412680565975,0.010109432383955896,-0.03072742318201871,0.040836855565974606,大盘价值,0.010123017919782687,0.0030865542008053914,0.010583114316624894,0.2959502836439926,0.010109432383955896,-0.0007040478686966001,-0.0003589802966100786,-0.01007752619325053,-0.03072742318201871
2025-04-01,-0.012181082840900359,-0.03857340752565952,-0.02639232468475916,-0.012181082840900359,-0.07399747503053888,0.061816392189638525,大盘价值,-0.003289021628199773,0.024141305922755502,0.024364324635147098,1.7062030705851785,-0.012181082840900359,-0.030029915849857258,-0.03857340752565952,-0.05754528297988115,-0.07399747503053888
2025-05-01,0.01729039082951811,0.006968884718199675,-0.010321506111318435,0.01729039082951811,0.023180762960402168,-0.005890372130884058,大盘成长,-0.015727414492214525,0.03225429187490969,0.03588441041680614,2.0244803726456984,0.01729039082951811,0.01847601945358246,0.006968884718199675,0.014224573109481886,0.023180762960402168
2025-06-01,0.01242630014226287,0.043081938867956415,0.030655638725693546,0.01242630014226287,0.0801865368368051,-0.06776023669454223,小盘成长,-0.0020193973567946832,-0.003944738878595921,0.004431583295497848,-2.0439357307035064,0.01242630014226287,0.024960761935700404,0.043081938867956415,0.04227561302583549,0.0801865368368051
2025-07-01,0.02360146502898286,0.05256719942999566,0.0289657344010128,0.02360146502898286,0.08142032009625333,-0.05781885506727047,小盘成长,0.016433289005129303,-0.04382315463089892,0.04680301132758213,-1.2120335384174739,0.02360146502898286,0.035444793752792414,0.05256719942999566,0.05204558600317566,0.08142032009625333
2025-08-01,0.07221797522591955,0.13131192161115157,0.05909394638523202,0.07221797522591955,0.24129687122178356,-0.169078895995864,小盘成长,0.03957177317064612,-0.0982193292525589,0.1058912738174947,-1.1877994124841331,0.07221797522591955,0.10334066367065953,0.13131192161115157,0.153174107662156,0.24129687122178356
2025-09-01,0.004188617801236916,0.052305281922598645,0.04811666412136173,0.004188617801236916,0.12042209182591956,-0.11623347402468265,小盘成长,0.04539211496920218,-0.11437707502927237,0.12305510714159355,-1.192996533505149,0.004188617801236916,0.03200732182456956,0.052305281922598645,0.06540184197090326,0.12042209182591956
2025-10-01,0.007565236027092581,-0.010977473237839708,-0.01854270926493229,0.007565236027092581,-0.01563639311112619,0.02320162913821877,大盘价值,0.02955596708055382,-0.08737024696077596,0.09223402432971123,-1.244596701992118,0.007565236027092581,-5.811733708060984e-06,-0.010977473237839708,-0.010963833868167683,-0.01563639311112619
2025-11-01,-0.013924358302753403,-0.04084838088765186,-0.026924022584898455,-0.013924358302753403,-0.042332682475588856,0.028408324172835453,大盘价值,0.0008833107571769953,-0.021541173571209476,0.021559276349606873,-1.529813593555554,-0.013924358302753403,-0.024567747823539876,-0.04084838088765186,-0.029461237551298036,-0.042332682475588856
2025-12-01,0.020712911592948524,0.061722875724055104,0.04100996413110658,0.020712911592948524,0.049331013392446055,-0.02861810179949753,小盘成长,-0.0014855892395747212,0.007663950503852231,0.007806606991147758,1.7622629954401634,0.020712911592948524,0.02281482076321062,0.061722875724055104,0.041661469593623934,0.049331013392446055
